seed,family_size,arm,accepted,true_accepts,false_accepts,recall,empirical_fdr
423,300,Exhaustive-Expanded,3,3,0,1.0,0.0
423,300,Random-25,0,0,0,0.0,0.0
423,300,VeraDM-prior,3,3,0,1.0,0.0
424,300,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
424,300,Random-25,0,0,0,0.0,0.0
424,300,VeraDM-prior,3,3,0,1.0,0.0
425,300,Exhaustive-Expanded,3,3,0,1.0,0.0
425,300,Random-25,1,0,1,0.0,1.0
425,300,VeraDM-prior,4,3,1,1.0,0.25
426,300,Exhaustive-Expanded,4,3,1,1.0,0.25
426,300,Random-25,0,0,0,0.0,0.0
426,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
427,300,Exhaustive-Expanded,3,3,0,1.0,0.0
427,300,Random-25,0,0,0,0.0,0.0
427,300,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
428,300,Exhaustive-Expanded,3,3,0,1.0,0.0
428,300,Random-25,1,1,0,0.3333333333333333,0.0
428,300,VeraDM-prior,2,1,1,0.3333333333333333,0.5
429,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
429,300,Random-25,0,0,0,0.0,0.0
429,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
430,300,Exhaustive-Expanded,3,3,0,1.0,0.0
430,300,Random-25,0,0,0,0.0,0.0
430,300,VeraDM-prior,3,3,0,1.0,0.0
431,300,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
431,300,Random-25,0,0,0,0.0,0.0
431,300,VeraDM-prior,2,1,1,0.3333333333333333,0.5
432,300,Exhaustive-Expanded,4,3,1,1.0,0.25
432,300,Random-25,0,0,0,0.0,0.0
432,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
433,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
433,300,Random-25,1,1,0,0.3333333333333333,0.0
433,300,VeraDM-prior,3,3,0,1.0,0.0
434,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
434,300,Random-25,0,0,0,0.0,0.0
434,300,VeraDM-prior,3,3,0,1.0,0.0
435,300,Exhaustive-Expanded,5,3,2,1.0,0.4
435,300,Random-25,0,0,0,0.0,0.0
435,300,VeraDM-prior,6,3,3,1.0,0.5
436,300,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
436,300,Random-25,0,0,0,0.0,0.0
436,300,VeraDM-prior,3,3,0,1.0,0.0
437,300,Exhaustive-Expanded,5,3,2,1.0,0.4
437,300,Random-25,3,1,2,0.3333333333333333,0.6666666666666666
437,300,VeraDM-prior,1,1,0,0.3333333333333333,0.0
438,300,Exhaustive-Expanded,5,3,2,1.0,0.4
438,300,Random-25,1,1,0,0.3333333333333333,0.0
438,300,VeraDM-prior,3,3,0,1.0,0.0
439,300,Exhaustive-Expanded,5,3,2,1.0,0.4
439,300,Random-25,1,0,1,0.0,1.0
439,300,VeraDM-prior,3,3,0,1.0,0.0
440,300,Exhaustive-Expanded,3,3,0,1.0,0.0
440,300,Random-25,1,0,1,0.0,1.0
440,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
441,300,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
441,300,Random-25,0,0,0,0.0,0.0
441,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
442,300,Exhaustive-Expanded,3,3,0,1.0,0.0
442,300,Random-25,1,1,0,0.3333333333333333,0.0
442,300,VeraDM-prior,4,3,1,1.0,0.25
443,300,Exhaustive-Expanded,3,3,0,1.0,0.0
443,300,Random-25,0,0,0,0.0,0.0
443,300,VeraDM-prior,4,3,1,1.0,0.25
444,300,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
444,300,Random-25,0,0,0,0.0,0.0
444,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
445,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
445,300,Random-25,1,1,0,0.3333333333333333,0.0
445,300,VeraDM-prior,3,3,0,1.0,0.0
446,300,Exhaustive-Expanded,3,3,0,1.0,0.0
446,300,Random-25,0,0,0,0.0,0.0
446,300,VeraDM-prior,3,3,0,1.0,0.0
447,300,Exhaustive-Expanded,3,3,0,1.0,0.0
447,300,Random-25,0,0,0,0.0,0.0
447,300,VeraDM-prior,1,1,0,0.3333333333333333,0.0
448,300,Exhaustive-Expanded,4,3,1,1.0,0.25
448,300,Random-25,1,1,0,0.3333333333333333,0.0
448,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
449,300,Exhaustive-Expanded,3,3,0,1.0,0.0
449,300,Random-25,1,0,1,0.0,1.0
449,300,VeraDM-prior,3,3,0,1.0,0.0
450,300,Exhaustive-Expanded,3,3,0,1.0,0.0
450,300,Random-25,1,1,0,0.3333333333333333,0.0
450,300,VeraDM-prior,3,3,0,1.0,0.0
451,300,Exhaustive-Expanded,3,3,0,1.0,0.0
451,300,Random-25,0,0,0,0.0,0.0
451,300,VeraDM-prior,4,3,1,1.0,0.25
452,300,Exhaustive-Expanded,3,3,0,1.0,0.0
452,300,Random-25,0,0,0,0.0,0.0
452,300,VeraDM-prior,3,3,0,1.0,0.0
453,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
453,300,Random-25,3,1,2,0.3333333333333333,0.6666666666666666
453,300,VeraDM-prior,4,3,1,1.0,0.25
454,300,Exhaustive-Expanded,4,3,1,1.0,0.25
454,300,Random-25,1,0,1,0.0,1.0
454,300,VeraDM-prior,3,3,0,1.0,0.0
455,300,Exhaustive-Expanded,3,3,0,1.0,0.0
455,300,Random-25,0,0,0,0.0,0.0
455,300,VeraDM-prior,4,3,1,1.0,0.25
456,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
456,300,Random-25,0,0,0,0.0,0.0
456,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
457,300,Exhaustive-Expanded,4,3,1,1.0,0.25
457,300,Random-25,0,0,0,0.0,0.0
457,300,VeraDM-prior,3,3,0,1.0,0.0
458,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
458,300,Random-25,0,0,0,0.0,0.0
458,300,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
459,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
459,300,Random-25,0,0,0,0.0,0.0
459,300,VeraDM-prior,3,3,0,1.0,0.0
460,300,Exhaustive-Expanded,3,3,0,1.0,0.0
460,300,Random-25,0,0,0,0.0,0.0
460,300,VeraDM-prior,4,3,1,1.0,0.25
461,300,Exhaustive-Expanded,3,3,0,1.0,0.0
461,300,Random-25,0,0,0,0.0,0.0
461,300,VeraDM-prior,3,3,0,1.0,0.0
462,300,Exhaustive-Expanded,3,3,0,1.0,0.0
462,300,Random-25,0,0,0,0.0,0.0
462,300,VeraDM-prior,3,3,0,1.0,0.0
463,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
463,300,Random-25,0,0,0,0.0,0.0
463,300,VeraDM-prior,3,3,0,1.0,0.0
464,300,Exhaustive-Expanded,4,3,1,1.0,0.25
464,300,Random-25,1,1,0,0.3333333333333333,0.0
464,300,VeraDM-prior,4,3,1,1.0,0.25
465,300,Exhaustive-Expanded,3,3,0,1.0,0.0
465,300,Random-25,1,1,0,0.3333333333333333,0.0
465,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
466,300,Exhaustive-Expanded,3,3,0,1.0,0.0
466,300,Random-25,0,0,0,0.0,0.0
466,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
467,300,Exhaustive-Expanded,3,3,0,1.0,0.0
467,300,Random-25,0,0,0,0.0,0.0
467,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
468,300,Exhaustive-Expanded,6,3,3,1.0,0.5
468,300,Random-25,0,0,0,0.0,0.0
468,300,VeraDM-prior,3,3,0,1.0,0.0
469,300,Exhaustive-Expanded,3,3,0,1.0,0.0
469,300,Random-25,0,0,0,0.0,0.0
469,300,VeraDM-prior,4,3,1,1.0,0.25
470,300,Exhaustive-Expanded,3,3,0,1.0,0.0
470,300,Random-25,0,0,0,0.0,0.0
470,300,VeraDM-prior,4,3,1,1.0,0.25
471,300,Exhaustive-Expanded,3,3,0,1.0,0.0
471,300,Random-25,0,0,0,0.0,0.0
471,300,VeraDM-prior,3,3,0,1.0,0.0
472,300,Exhaustive-Expanded,5,3,2,1.0,0.4
472,300,Random-25,0,0,0,0.0,0.0
472,300,VeraDM-prior,3,3,0,1.0,0.0
473,300,Exhaustive-Expanded,3,3,0,1.0,0.0
473,300,Random-25,0,0,0,0.0,0.0
473,300,VeraDM-prior,3,3,0,1.0,0.0
474,300,Exhaustive-Expanded,4,3,1,1.0,0.25
474,300,Random-25,2,1,1,0.3333333333333333,0.5
474,300,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
475,300,Exhaustive-Expanded,3,3,0,1.0,0.0
475,300,Random-25,1,1,0,0.3333333333333333,0.0
475,300,VeraDM-prior,3,3,0,1.0,0.0
476,300,Exhaustive-Expanded,3,3,0,1.0,0.0
476,300,Random-25,0,0,0,0.0,0.0
476,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
477,300,Exhaustive-Expanded,3,3,0,1.0,0.0
477,300,Random-25,0,0,0,0.0,0.0
477,300,VeraDM-prior,3,3,0,1.0,0.0
478,300,Exhaustive-Expanded,4,3,1,1.0,0.25
478,300,Random-25,1,1,0,0.3333333333333333,0.0
478,300,VeraDM-prior,3,3,0,1.0,0.0
479,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
479,300,Random-25,1,1,0,0.3333333333333333,0.0
479,300,VeraDM-prior,3,3,0,1.0,0.0
480,300,Exhaustive-Expanded,3,3,0,1.0,0.0
480,300,Random-25,0,0,0,0.0,0.0
480,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
481,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
481,300,Random-25,1,1,0,0.3333333333333333,0.0
481,300,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
482,300,Exhaustive-Expanded,3,3,0,1.0,0.0
482,300,Random-25,0,0,0,0.0,0.0
482,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
483,300,Exhaustive-Expanded,5,3,2,1.0,0.4
483,300,Random-25,0,0,0,0.0,0.0
483,300,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
484,300,Exhaustive-Expanded,3,3,0,1.0,0.0
484,300,Random-25,0,0,0,0.0,0.0
484,300,VeraDM-prior,2,1,1,0.3333333333333333,0.5
485,300,Exhaustive-Expanded,4,3,1,1.0,0.25
485,300,Random-25,0,0,0,0.0,0.0
485,300,VeraDM-prior,3,3,0,1.0,0.0
486,300,Exhaustive-Expanded,4,3,1,1.0,0.25
486,300,Random-25,0,0,0,0.0,0.0
486,300,VeraDM-prior,3,3,0,1.0,0.0
487,300,Exhaustive-Expanded,6,3,3,1.0,0.5
487,300,Random-25,0,0,0,0.0,0.0
487,300,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
488,300,Exhaustive-Expanded,3,3,0,1.0,0.0
488,300,Random-25,0,0,0,0.0,0.0
488,300,VeraDM-prior,3,3,0,1.0,0.0
489,300,Exhaustive-Expanded,3,3,0,1.0,0.0
489,300,Random-25,0,0,0,0.0,0.0
489,300,VeraDM-prior,3,3,0,1.0,0.0
490,300,Exhaustive-Expanded,4,3,1,1.0,0.25
490,300,Random-25,1,1,0,0.3333333333333333,0.0
490,300,VeraDM-prior,4,3,1,1.0,0.25
491,300,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
491,300,Random-25,1,0,1,0.0,1.0
491,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
492,300,Exhaustive-Expanded,5,3,2,1.0,0.4
492,300,Random-25,0,0,0,0.0,0.0
492,300,VeraDM-prior,3,3,0,1.0,0.0
493,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
493,300,Random-25,0,0,0,0.0,0.0
493,300,VeraDM-prior,3,3,0,1.0,0.0
494,300,Exhaustive-Expanded,3,3,0,1.0,0.0
494,300,Random-25,0,0,0,0.0,0.0
494,300,VeraDM-prior,4,3,1,1.0,0.25
495,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
495,300,Random-25,0,0,0,0.0,0.0
495,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
496,300,Exhaustive-Expanded,3,3,0,1.0,0.0
496,300,Random-25,0,0,0,0.0,0.0
496,300,VeraDM-prior,3,3,0,1.0,0.0
497,300,Exhaustive-Expanded,0,0,0,0.0,0.0
497,300,Random-25,0,0,0,0.0,0.0
497,300,VeraDM-prior,3,3,0,1.0,0.0
498,300,Exhaustive-Expanded,4,3,1,1.0,0.25
498,300,Random-25,0,0,0,0.0,0.0
498,300,VeraDM-prior,2,2,0,0.6666666666666666,0.0
499,300,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
499,300,Random-25,0,0,0,0.0,0.0
499,300,VeraDM-prior,3,3,0,1.0,0.0
0,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
0,1000,Random-25,0,0,0,0.0,0.0
0,1000,VeraDM-prior,3,3,0,1.0,0.0
1,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
1,1000,Random-25,0,0,0,0.0,0.0
1,1000,VeraDM-prior,3,3,0,1.0,0.0
2,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
2,1000,Random-25,0,0,0,0.0,0.0
2,1000,VeraDM-prior,3,3,0,1.0,0.0
3,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
3,1000,Random-25,1,0,1,0.0,1.0
3,1000,VeraDM-prior,3,3,0,1.0,0.0
4,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
4,1000,Random-25,0,0,0,0.0,0.0
4,1000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
5,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
5,1000,Random-25,1,0,1,0.0,1.0
5,1000,VeraDM-prior,3,3,0,1.0,0.0
6,1000,Exhaustive-Expanded,5,3,2,1.0,0.4
6,1000,Random-25,0,0,0,0.0,0.0
6,1000,VeraDM-prior,3,3,0,1.0,0.0
7,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
7,1000,Random-25,0,0,0,0.0,0.0
7,1000,VeraDM-prior,3,3,0,1.0,0.0
8,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
8,1000,Random-25,1,1,0,0.3333333333333333,0.0
8,1000,VeraDM-prior,4,3,1,1.0,0.25
9,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
9,1000,Random-25,1,0,1,0.0,1.0
9,1000,VeraDM-prior,4,3,1,1.0,0.25
10,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
10,1000,Random-25,0,0,0,0.0,0.0
10,1000,VeraDM-prior,5,3,2,1.0,0.4
11,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
11,1000,Random-25,0,0,0,0.0,0.0
11,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
12,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
12,1000,Random-25,1,0,1,0.0,1.0
12,1000,VeraDM-prior,3,3,0,1.0,0.0
13,1000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
13,1000,Random-25,0,0,0,0.0,0.0
13,1000,VeraDM-prior,6,2,4,0.6666666666666666,0.6666666666666666
14,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
14,1000,Random-25,0,0,0,0.0,0.0
14,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
15,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
15,1000,Random-25,0,0,0,0.0,0.0
15,1000,VeraDM-prior,3,3,0,1.0,0.0
16,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
16,1000,Random-25,0,0,0,0.0,0.0
16,1000,VeraDM-prior,3,3,0,1.0,0.0
17,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
17,1000,Random-25,0,0,0,0.0,0.0
17,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
18,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
18,1000,Random-25,1,0,1,0.0,1.0
18,1000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
19,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
19,1000,Random-25,0,0,0,0.0,0.0
19,1000,VeraDM-prior,3,3,0,1.0,0.0
20,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
20,1000,Random-25,1,1,0,0.3333333333333333,0.0
20,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
21,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
21,1000,Random-25,0,0,0,0.0,0.0
21,1000,VeraDM-prior,3,3,0,1.0,0.0
22,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
22,1000,Random-25,0,0,0,0.0,0.0
22,1000,VeraDM-prior,4,3,1,1.0,0.25
23,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
23,1000,Random-25,0,0,0,0.0,0.0
23,1000,VeraDM-prior,5,3,2,1.0,0.4
24,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
24,1000,Random-25,0,0,0,0.0,0.0
24,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
25,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
25,1000,Random-25,0,0,0,0.0,0.0
25,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
26,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
26,1000,Random-25,0,0,0,0.0,0.0
26,1000,VeraDM-prior,3,3,0,1.0,0.0
27,1000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
27,1000,Random-25,0,0,0,0.0,0.0
27,1000,VeraDM-prior,5,3,2,1.0,0.4
28,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
28,1000,Random-25,1,0,1,0.0,1.0
28,1000,VeraDM-prior,3,3,0,1.0,0.0
29,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
29,1000,Random-25,0,0,0,0.0,0.0
29,1000,VeraDM-prior,3,3,0,1.0,0.0
30,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
30,1000,Random-25,1,1,0,0.3333333333333333,0.0
30,1000,VeraDM-prior,3,3,0,1.0,0.0
31,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
31,1000,Random-25,1,0,1,0.0,1.0
31,1000,VeraDM-prior,3,3,0,1.0,0.0
32,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
32,1000,Random-25,0,0,0,0.0,0.0
32,1000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
33,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
33,1000,Random-25,0,0,0,0.0,0.0
33,1000,VeraDM-prior,4,3,1,1.0,0.25
34,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
34,1000,Random-25,0,0,0,0.0,0.0
34,1000,VeraDM-prior,5,2,3,0.6666666666666666,0.6
35,1000,Exhaustive-Expanded,5,3,2,1.0,0.4
35,1000,Random-25,0,0,0,0.0,0.0
35,1000,VeraDM-prior,4,3,1,1.0,0.25
36,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
36,1000,Random-25,1,0,1,0.0,1.0
36,1000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
37,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
37,1000,Random-25,0,0,0,0.0,0.0
37,1000,VeraDM-prior,3,3,0,1.0,0.0
38,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
38,1000,Random-25,0,0,0,0.0,0.0
38,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
39,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
39,1000,Random-25,0,0,0,0.0,0.0
39,1000,VeraDM-prior,4,3,1,1.0,0.25
40,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
40,1000,Random-25,0,0,0,0.0,0.0
40,1000,VeraDM-prior,4,3,1,1.0,0.25
41,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
41,1000,Random-25,0,0,0,0.0,0.0
41,1000,VeraDM-prior,3,3,0,1.0,0.0
42,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
42,1000,Random-25,0,0,0,0.0,0.0
42,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
43,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
43,1000,Random-25,0,0,0,0.0,0.0
43,1000,VeraDM-prior,4,3,1,1.0,0.25
44,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
44,1000,Random-25,1,0,1,0.0,1.0
44,1000,VeraDM-prior,3,3,0,1.0,0.0
45,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
45,1000,Random-25,0,0,0,0.0,0.0
45,1000,VeraDM-prior,5,3,2,1.0,0.4
46,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
46,1000,Random-25,0,0,0,0.0,0.0
46,1000,VeraDM-prior,4,3,1,1.0,0.25
47,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
47,1000,Random-25,0,0,0,0.0,0.0
47,1000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
48,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
48,1000,Random-25,0,0,0,0.0,0.0
48,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
49,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
49,1000,Random-25,0,0,0,0.0,0.0
49,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
50,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
50,1000,Random-25,0,0,0,0.0,0.0
50,1000,VeraDM-prior,4,3,1,1.0,0.25
51,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
51,1000,Random-25,1,0,1,0.0,1.0
51,1000,VeraDM-prior,3,3,0,1.0,0.0
52,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
52,1000,Random-25,0,0,0,0.0,0.0
52,1000,VeraDM-prior,4,3,1,1.0,0.25
53,1000,Exhaustive-Expanded,0,0,0,0.0,0.0
53,1000,Random-25,1,0,1,0.0,1.0
53,1000,VeraDM-prior,3,3,0,1.0,0.0
54,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
54,1000,Random-25,0,0,0,0.0,0.0
54,1000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
55,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
55,1000,Random-25,1,0,1,0.0,1.0
55,1000,VeraDM-prior,3,3,0,1.0,0.0
56,1000,Exhaustive-Expanded,4,3,1,1.0,0.25
56,1000,Random-25,0,0,0,0.0,0.0
56,1000,VeraDM-prior,3,3,0,1.0,0.0
57,1000,Exhaustive-Expanded,6,3,3,1.0,0.5
57,1000,Random-25,0,0,0,0.0,0.0
57,1000,VeraDM-prior,3,3,0,1.0,0.0
58,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
58,1000,Random-25,0,0,0,0.0,0.0
58,1000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
59,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
59,1000,Random-25,0,0,0,0.0,0.0
59,1000,VeraDM-prior,4,3,1,1.0,0.25
60,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
60,1000,Random-25,0,0,0,0.0,0.0
60,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
61,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
61,1000,Random-25,0,0,0,0.0,0.0
61,1000,VeraDM-prior,4,3,1,1.0,0.25
62,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
62,1000,Random-25,0,0,0,0.0,0.0
62,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
63,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
63,1000,Random-25,0,0,0,0.0,0.0
63,1000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
64,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
64,1000,Random-25,0,0,0,0.0,0.0
64,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
65,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
65,1000,Random-25,0,0,0,0.0,0.0
65,1000,VeraDM-prior,3,3,0,1.0,0.0
66,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
66,1000,Random-25,0,0,0,0.0,0.0
66,1000,VeraDM-prior,3,3,0,1.0,0.0
67,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
67,1000,Random-25,1,0,1,0.0,1.0
67,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
68,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
68,1000,Random-25,0,0,0,0.0,0.0
68,1000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
69,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
69,1000,Random-25,0,0,0,0.0,0.0
69,1000,VeraDM-prior,4,3,1,1.0,0.25
70,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
70,1000,Random-25,2,2,0,0.6666666666666666,0.0
70,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
71,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
71,1000,Random-25,0,0,0,0.0,0.0
71,1000,VeraDM-prior,3,3,0,1.0,0.0
72,1000,Exhaustive-Expanded,0,0,0,0.0,0.0
72,1000,Random-25,0,0,0,0.0,0.0
72,1000,VeraDM-prior,3,3,0,1.0,0.0
73,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
73,1000,Random-25,0,0,0,0.0,0.0
73,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
74,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
74,1000,Random-25,0,0,0,0.0,0.0
74,1000,VeraDM-prior,3,3,0,1.0,0.0
75,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
75,1000,Random-25,0,0,0,0.0,0.0
75,1000,VeraDM-prior,3,1,2,0.3333333333333333,0.6666666666666666
76,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
76,1000,Random-25,1,1,0,0.3333333333333333,0.0
76,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
77,1000,Exhaustive-Expanded,3,3,0,1.0,0.0
77,1000,Random-25,0,0,0,0.0,0.0
77,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
78,1000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
78,1000,Random-25,1,0,1,0.0,1.0
78,1000,VeraDM-prior,4,3,1,1.0,0.25
79,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
79,1000,Random-25,0,0,0,0.0,0.0
79,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
80,1000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
80,1000,Random-25,0,0,0,0.0,0.0
80,1000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
81,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
81,1000,Random-25,0,0,0,0.0,0.0
81,1000,VeraDM-prior,3,3,0,1.0,0.0
82,1000,Exhaustive-Expanded,5,3,2,1.0,0.4
82,1000,Random-25,0,0,0,0.0,0.0
82,1000,VeraDM-prior,3,3,0,1.0,0.0
83,1000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
83,1000,Random-25,0,0,0,0.0,0.0
83,1000,VeraDM-prior,3,3,0,1.0,0.0
