accepted,achieved_fdr,method,null_accepted,null_proposals,seed
0,0.0,BY,0,30,81
2,0.0,RawP,0,30,82
2,0.0,BH,0,30,82
0,0.0,BY,0,30,82
5,0.6,RawP,3,30,83
2,0.0,BH,0,30,83
0,0.0,BY,0,30,83
6,0.6666666666666666,RawP,4,30,84
3,0.3333333333333333,BH,1,30,84
0,0.0,BY,0,30,84
3,0.3333333333333333,RawP,1,30,85
2,0.0,BH,0,30,85
0,0.0,BY,0,30,85
5,0.6,RawP,3,30,86
2,0.0,BH,0,30,86
0,0.0,BY,0,30,86
4,0.5,RawP,2,30,87
2,0.0,BH,0,30,87
0,0.0,BY,0,30,87
4,0.5,RawP,2,30,88
2,0.0,BH,0,30,88
0,0.0,BY,0,30,88
2,0.0,RawP,0,30,89
2,0.0,BH,0,30,89
0,0.0,BY,0,30,89
4,0.5,RawP,2,30,90
3,0.3333333333333333,BH,1,30,90
0,0.0,BY,0,30,90
5,0.6,RawP,3,30,91
2,0.0,BH,0,30,91
0,0.0,BY,0,30,91
2,0.0,RawP,0,30,92
2,0.0,BH,0,30,92
0,0.0,BY,0,30,92
3,0.3333333333333333,RawP,1,30,93
2,0.0,BH,0,30,93
0,0.0,BY,0,30,93
5,0.6,RawP,3,30,94
2,0.0,BH,0,30,94
0,0.0,BY,0,30,94
4,0.5,RawP,2,30,95
2,0.0,BH,0,30,95
0,0.0,BY,0,30,95
2,0.0,RawP,0,30,96
2,0.0,BH,0,30,96
0,0.0,BY,0,30,96
3,0.3333333333333333,RawP,1,30,97
2,0.0,BH,0,30,97
0,0.0,BY,0,30,97
4,0.5,RawP,2,30,98
2,0.0,BH,0,30,98
0,0.0,BY,0,30,98
2,0.0,RawP,0,30,99
2,0.0,BH,0,30,99
0,0.0,BY,0,30,99
3,0.3333333333333333,RawP,1,30,100
2,0.0,BH,0,30,100
0,0.0,BY,0,30,100
5,0.6,RawP,3,30,101
2,0.0,BH,0,30,101
0,0.0,BY,0,30,101
2,0.0,RawP,0,30,102
2,0.0,BH,0,30,102
0,0.0,BY,0,30,102
2,0.0,RawP,0,30,103
2,0.0,BH,0,30,103
0,0.0,BY,0,30,103
4,0.5,RawP,2,30,104
2,0.0,BH,0,30,104
0,0.0,BY,0,30,104
3,0.3333333333333333,RawP,1,30,105
2,0.0,BH,0,30,105
0,0.0,BY,0,30,105
2,0.0,RawP,0,30,106
2,0.0,BH,0,30,106
0,0.0,BY,0,30,106
3,0.3333333333333333,RawP,1,30,107
2,0.0,BH,0,30,107
0,0.0,BY,0,30,107
3,0.3333333333333333,RawP,1,30,108
2,0.0,BH,0,30,108
0,0.0,BY,0,30,108
6,0.6666666666666666,RawP,4,30,109
3,0.3333333333333333,BH,1,30,109
0,0.0,BY,0,30,109
4,0.5,RawP,2,30,110
3,0.3333333333333333,BH,1,30,110
0,0.0,BY,0,30,110
4,0.5,RawP,2,30,111
2,0.0,BH,0,30,111
0,0.0,BY,0,30,111
4,0.5,RawP,2,30,112
2,0.0,BH,0,30,112
0,0.0,BY,0,30,112
3,0.3333333333333333,RawP,1,30,113
3,0.3333333333333333,BH,1,30,113
0,0.0,BY,0,30,113
6,0.6666666666666666,RawP,4,30,114
3,0.3333333333333333,BH,1,30,114
0,0.0,BY,0,30,114
6,0.6666666666666666,RawP,4,30,115
2,0.0,BH,0,30,115
0,0.0,BY,0,30,115
6,0.6666666666666666,RawP,4,30,116
2,0.0,BH,0,30,116
0,0.0,BY,0,30,116
3,0.3333333333333333,RawP,1,30,117
2,0.0,BH,0,30,117
0,0.0,BY,0,30,117
5,0.6,RawP,3,30,118
3,0.3333333333333333,BH,1,30,118
0,0.0,BY,0,30,118
3,0.3333333333333333,RawP,1,30,119
2,0.0,BH,0,30,119
0,0.0,BY,0,30,119
5,0.6,RawP,3,30,120
3,0.3333333333333333,BH,1,30,120
0,0.0,BY,0,30,120
5,0.6,RawP,3,30,121
2,0.0,BH,0,30,121
0,0.0,BY,0,30,121
3,0.3333333333333333,RawP,1,30,122
2,0.0,BH,0,30,122
0,0.0,BY,0,30,122
3,0.3333333333333333,RawP,1,30,123
2,0.0,BH,0,30,123
0,0.0,BY,0,30,123
2,0.0,RawP,0,30,124
2,0.0,BH,0,30,124
0,0.0,BY,0,30,124
4,0.5,RawP,2,30,125
2,0.0,BH,0,30,125
0,0.0,BY,0,30,125
4,0.5,RawP,2,30,126
2,0.0,BH,0,30,126
0,0.0,BY,0,30,126
4,0.5,RawP,2,30,127
3,0.3333333333333333,BH,1,30,127
0,0.0,BY,0,30,127
2,0.0,RawP,0,30,128
2,0.0,BH,0,30,128
0,0.0,BY,0,30,128
3,0.3333333333333333,RawP,1,30,129
2,0.0,BH,0,30,129
0,0.0,BY,0,30,129
2,0.0,RawP,0,30,130
2,0.0,BH,0,30,130
0,0.0,BY,0,30,130
2,0.0,RawP,0,30,131
2,0.0,BH,0,30,131
0,0.0,BY,0,30,131
6,0.6666666666666666,RawP,4,30,132
2,0.0,BH,0,30,132
0,0.0,BY,0,30,132
3,0.3333333333333333,RawP,1,30,133
2,0.0,BH,0,30,133
0,0.0,BY,0,30,133
2,0.0,RawP,0,30,134
2,0.0,BH,0,30,134
0,0.0,BY,0,30,134
3,0.3333333333333333,RawP,1,30,135
2,0.0,BH,0,30,135
0,0.0,BY,0,30,135
2,0.0,RawP,0,30,136
2,0.0,BH,0,30,136
0,0.0,BY,0,30,136
3,0.3333333333333333,RawP,1,30,137
2,0.0,BH,0,30,137
0,0.0,BY,0,30,137
4,0.5,RawP,2,30,138
2,0.0,BH,0,30,138
0,0.0,BY,0,30,138
3,0.3333333333333333,RawP,1,30,139
2,0.0,BH,0,30,139
0,0.0,BY,0,30,139
5,0.6,RawP,3,30,140
2,0.0,BH,0,30,140
0,0.0,BY,0,30,140
3,0.3333333333333333,RawP,1,30,141
2,0.0,BH,0,30,141
0,0.0,BY,0,30,141
5,0.6,RawP,3,30,142
2,0.0,BH,0,30,142
0,0.0,BY,0,30,142
3,0.3333333333333333,RawP,1,30,143
2,0.0,BH,0,30,143
0,0.0,BY,0,30,143
2,0.0,RawP,0,30,144
2,0.0,BH,0,30,144
0,0.0,BY,0,30,144
6,0.6666666666666666,RawP,4,30,145
3,0.3333333333333333,BH,1,30,145
0,0.0,BY,0,30,145
2,0.0,RawP,0,30,146
2,0.0,BH,0,30,146
0,0.0,BY,0,30,146
5,0.6,RawP,3,30,147
2,0.0,BH,0,30,147
0,0.0,BY,0,30,147
4,0.5,RawP,2,30,148
2,0.0,BH,0,30,148
0,0.0,BY,0,30,148
3,0.3333333333333333,RawP,1,30,149
2,0.0,BH,0,30,149
0,0.0,BY,0,30,149
4,0.5,RawP,2,30,150
3,0.3333333333333333,BH,1,30,150
0,0.0,BY,0,30,150
4,0.5,RawP,2,30,151
3,0.3333333333333333,BH,1,30,151
0,0.0,BY,0,30,151
5,0.6,RawP,3,30,152
2,0.0,BH,0,30,152
0,0.0,BY,0,30,152
2,0.0,RawP,0,30,153
2,0.0,BH,0,30,153
0,0.0,BY,0,30,153
5,0.6,RawP,3,30,154
2,0.0,BH,0,30,154
0,0.0,BY,0,30,154
5,0.6,RawP,3,30,155
2,0.0,BH,0,30,155
0,0.0,BY,0,30,155
4,0.5,RawP,2,30,156
2,0.0,BH,0,30,156
0,0.0,BY,0,30,156
4,0.5,RawP,2,30,157
2,0.0,BH,0,30,157
0,0.0,BY,0,30,157
3,0.3333333333333333,RawP,1,30,158
2,0.0,BH,0,30,158
0,0.0,BY,0,30,158
3,0.3333333333333333,RawP,1,30,159
2,0.0,BH,0,30,159
0,0.0,BY,0,30,159
8,0.75,RawP,6,30,160
2,0.0,BH,0,30,160
0,0.0,BY,0,30,160
3,0.3333333333333333,RawP,1,30,161
2,0.0,BH,0,30,161
0,0.0,BY,0,30,161
4,0.5,RawP,2,30,162
2,0.0,BH,0,30,162
0,0.0,BY,0,30,162
4,0.5,RawP,2,30,163
2,0.0,BH,0,30,163
0,0.0,BY,0,30,163
5,0.6,RawP,3,30,164
3,0.3333333333333333,BH,1,30,164
0,0.0,BY,0,30,164
4,0.5,RawP,2,30,165
2,0.0,BH,0,30,165
0,0.0,BY,0,30,165
2,0.0,RawP,0,30,166
2,0.0,BH,0,30,166
0,0.0,BY,0,30,166
5,0.6,RawP,3,30,167
3,0.3333333333333333,BH,1,30,167
0,0.0,BY,0,30,167
6,0.6666666666666666,RawP,4,30,168
3,0.3333333333333333,BH,1,30,168
0,0.0,BY,0,30,168
3,0.3333333333333333,RawP,1,30,169
2,0.0,BH,0,30,169
0,0.0,BY,0,30,169
4,0.5,RawP,2,30,170
2,0.0,BH,0,30,170
0,0.0,BY,0,30,170
4,0.5,RawP,2,30,171
3,0.3333333333333333,BH,1,30,171
0,0.0,BY,0,30,171
3,0.3333333333333333,RawP,1,30,172
2,0.0,BH,0,30,172
0,0.0,BY,0,30,172
4,0.5,RawP,2,30,173
2,0.0,BH,0,30,173
0,0.0,BY,0,30,173
3,0.3333333333333333,RawP,1,30,174
2,0.0,BH,0,30,174
0,0.0,BY,0,30,174
4,0.5,RawP,2,30,175
2,0.0,BH,0,30,175
0,0.0,BY,0,30,175
3,0.3333333333333333,RawP,1,30,176
2,0.0,BH,0,30,176
0,0.0,BY,0,30,176
2,0.0,RawP,0,30,177
2,0.0,BH,0,30,177
0,0.0,BY,0,30,177
6,0.6666666666666666,RawP,4,30,178
2,0.0,BH,0,30,178
0,0.0,BY,0,30,178
4,0.5,RawP,2,30,179
2,0.0,BH,0,30,179
0,0.0,BY,0,30,179
2,0.0,RawP,0,30,180
2,0.0,BH,0,30,180
0,0.0,BY,0,30,180
4,0.5,RawP,2,30,181
2,0.0,BH,0,30,181
0,0.0,BY,0,30,181
6,0.6666666666666666,RawP,4,30,182
3,0.3333333333333333,BH,1,30,182
0,0.0,BY,0,30,182
5,0.6,RawP,3,30,183
2,0.0,BH,0,30,183
0,0.0,BY,0,30,183
3,0.3333333333333333,RawP,1,30,184
2,0.0,BH,0,30,184
0,0.0,BY,0,30,184
4,0.5,RawP,2,30,185
2,0.0,BH,0,30,185
0,0.0,BY,0,30,185
2,0.0,RawP,0,30,186
2,0.0,BH,0,30,186
0,0.0,BY,0,30,186
4,0.5,RawP,2,30,187
2,0.0,BH,0,30,187
0,0.0,BY,0,30,187
4,0.5,RawP,2,30,188
2,0.0,BH,0,30,188
0,0.0,BY,0,30,188
2,0.0,RawP,0,30,189
2,0.0,BH,0,30,189
0,0.0,BY,0,30,189
2,0.0,RawP,0,30,190
2,0.0,BH,0,30,190
0,0.0,BY,0,30,190
3,0.3333333333333333,RawP,1,30,191
2,0.0,BH,0,30,191
0,0.0,BY,0,30,191
3,0.3333333333333333,RawP,1,30,192
3,0.3333333333333333,BH,1,30,192
0,0.0,BY,0,30,192
3,0.3333333333333333,RawP,1,30,193
2,0.0,BH,0,30,193
0,0.0,BY,0,30,193
3,0.3333333333333333,RawP,1,30,194
2,0.0,BH,0,30,194
0,0.0,BY,0,30,194
4,0.5,RawP,2,30,195
2,0.0,BH,0,30,195
0,0.0,BY,0,30,195
4,0.5,RawP,2,30,196
2,0.0,BH,0,30,196
0,0.0,BY,0,30,196
6,0.6666666666666666,RawP,4,30,197
3,0.3333333333333333,BH,1,30,197
0,0.0,BY,0,30,197
3,0.3333333333333333,RawP,1,30,198
2,0.0,BH,0,30,198
0,0.0,BY,0,30,198
3,0.3333333333333333,RawP,1,30,199
3,0.3333333333333333,BH,1,30,199
0,0.0,BY,0,30,199
7,0.7142857142857143,RawP,5,100,0
0,0.0,BH,0,100,0
0,0.0,BY,0,100,0
6,0.6666666666666666,RawP,4,100,1
0,0.0,BH,0,100,1
0,0.0,BY,0,100,1
7,0.7142857142857143,RawP,5,100,2
0,0.0,BH,0,100,2
0,0.0,BY,0,100,2
8,0.75,RawP,6,100,3
0,0.0,BH,0,100,3
0,0.0,BY,0,100,3
5,0.6,RawP,3,100,4
0,0.0,BH,0,100,4
0,0.0,BY,0,100,4
9,0.7777777777777778,RawP,7,100,5
0,0.0,BH,0,100,5
0,0.0,BY,0,100,5
7,0.7142857142857143,RawP,5,100,6
0,0.0,BH,0,100,6
0,0.0,BY,0,100,6
8,0.75,RawP,6,100,7
0,0.0,BH,0,100,7
0,0.0,BY,0,100,7
8,0.75,RawP,6,100,8
1,1.0,BH,1,100,8
0,0.0,BY,0,100,8
8,0.75,RawP,6,100,9
0,0.0,BH,0,100,9
0,0.0,BY,0,100,9
6,0.6666666666666666,RawP,4,100,10
0,0.0,BH,0,100,10
0,0.0,BY,0,100,10
8,0.75,RawP,6,100,11
0,0.0,BH,0,100,11
0,0.0,BY,0,100,11
12,0.8333333333333334,RawP,10,100,12
0,0.0,BH,0,100,12
0,0.0,BY,0,100,12
5,0.6,RawP,3,100,13
0,0.0,BH,0,100,13
0,0.0,BY,0,100,13
11,0.8181818181818182,RawP,9,100,14
0,0.0,BH,0,100,14
0,0.0,BY,0,100,14
6,0.6666666666666666,RawP,4,100,15
0,0.0,BH,0,100,15
0,0.0,BY,0,100,15
9,0.7777777777777778,RawP,7,100,16
0,0.0,BH,0,100,16
0,0.0,BY,0,100,16
6,0.6666666666666666,RawP,4,100,17
0,0.0,BH,0,100,17
0,0.0,BY,0,100,17
6,0.6666666666666666,RawP,4,100,18
0,0.0,BH,0,100,18
0,0.0,BY,0,100,18
8,0.75,RawP,6,100,19
1,1.0,BH,1,100,19
0,0.0,BY,0,100,19
10,0.8,RawP,8,100,20
0,0.0,BH,0,100,20
0,0.0,BY,0,100,20
6,0.6666666666666666,RawP,4,100,21
0,0.0,BH,0,100,21
0,0.0,BY,0,100,21
7,0.7142857142857143,RawP,5,100,22
1,1.0,BH,1,100,22
0,0.0,BY,0,100,22
4,0.5,RawP,2,100,23
1,1.0,BH,1,100,23
1,1.0,BY,1,100,23
7,0.7142857142857143,RawP,5,100,24
0,0.0,BH,0,100,24
0,0.0,BY,0,100,24
9,0.7777777777777778,RawP,7,100,25
0,0.0,BH,0,100,25
0,0.0,BY,0,100,25
8,0.75,RawP,6,100,26
0,0.0,BH,0,100,26
0,0.0,BY,0,100,26
5,0.6,RawP,3,100,27
0,0.0,BH,0,100,27
0,0.0,BY,0,100,27
5,0.6,RawP,3,100,28
0,0.0,BH,0,100,28
0,0.0,BY,0,100,28
11,0.8181818181818182,RawP,9,100,29
3,0.6666666666666666,BH,2,100,29
0,0.0,BY,0,100,29
6,0.6666666666666666,RawP,4,100,30
0,0.0,BH,0,100,30
0,0.0,BY,0,100,30
7,0.7142857142857143,RawP,5,100,31
0,0.0,BH,0,100,31
0,0.0,BY,0,100,31
5,0.6,RawP,3,100,32
0,0.0,BH,0,100,32
0,0.0,BY,0,100,32
11,0.8181818181818182,RawP,9,100,33
0,0.0,BH,0,100,33
0,0.0,BY,0,100,33
4,0.5,RawP,2,100,34
0,0.0,BH,0,100,34
0,0.0,BY,0,100,34
6,0.6666666666666666,RawP,4,100,35
0,0.0,BH,0,100,35
0,0.0,BY,0,100,35
10,0.8,RawP,8,100,36
0,0.0,BH,0,100,36
0,0.0,BY,0,100,36
8,0.75,RawP,6,100,37
0,0.0,BH,0,100,37
0,0.0,BY,0,100,37
9,0.7777777777777778,RawP,7,100,38
1,1.0,BH,1,100,38
0,0.0,BY,0,100,38
8,0.75,RawP,6,100,39
0,0.0,BH,0,100,39
0,0.0,BY,0,100,39
7,0.7142857142857143,RawP,5,100,40
0,0.0,BH,0,100,40
0,0.0,BY,0,100,40
5,0.6,RawP,3,100,41
0,0.0,BH,0,100,41
0,0.0,BY,0,100,41
6,0.6666666666666666,RawP,4,100,42
0,0.0,BH,0,100,42
0,0.0,BY,0,100,42
7,0.7142857142857143,RawP,5,100,43
1,1.0,BH,1,100,43
0,0.0,BY,0,100,43
10,0.8,RawP,8,100,44
0,0.0,BH,0,100,44
0,0.0,BY,0,100,44
7,0.7142857142857143,RawP,5,100,45
0,0.0,BH,0,100,45
0,0.0,BY,0,100,45
10,0.8,RawP,8,100,46
0,0.0,BH,0,100,46
0,0.0,BY,0,100,46
5,0.6,RawP,3,100,47
0,0.0,BH,0,100,47
0,0.0,BY,0,100,47
7,0.7142857142857143,RawP,5,100,48
0,0.0,BH,0,100,48
0,0.0,BY,0,100,48
6,0.6666666666666666,RawP,4,100,49
0,0.0,BH,0,100,49
0,0.0,BY,0,100,49
7,0.7142857142857143,RawP,5,100,50
0,0.0,BH,0,100,50
0,0.0,BY,0,100,50
6,0.6666666666666666,RawP,4,100,51
0,0.0,BH,0,100,51
0,0.0,BY,0,100,51
6,0.6666666666666666,RawP,4,100,52
0,0.0,BH,0,100,52
0,0.0,BY,0,100,52
7,0.7142857142857143,RawP,5,100,53
0,0.0,BH,0,100,53
0,0.0,BY,0,100,53
6,0.6666666666666666,RawP,4,100,54
0,0.0,BH,0,100,54
0,0.0,BY,0,100,54
11,0.8181818181818182,RawP,9,100,55
0,0.0,BH,0,100,55
0,0.0,BY,0,100,55
5,0.6,RawP,3,100,56
0,0.0,BH,0,100,56
0,0.0,BY,0,100,56
9,0.7777777777777778,RawP,7,100,57
0,0.0,BH,0,100,57
0,0.0,BY,0,100,57
4,0.5,RawP,2,100,58
0,0.0,BH,0,100,58
0,0.0,BY,0,100,58
7,0.7142857142857143,RawP,5,100,59
0,0.0,BH,0,100,59
0,0.0,BY,0,100,59
6,0.6666666666666666,RawP,4,100,60
0,0.0,BH,0,100,60
0,0.0,BY,0,100,60
9,0.7777777777777778,RawP,7,100,61
0,0.0,BH,0,100,61
0,0.0,BY,0,100,61
7,0.7142857142857143,RawP,5,100,62
0,0.0,BH,0,100,62
0,0.0,BY,0,100,62
11,0.8181818181818182,RawP,9,100,63
0,0.0,BH,0,100,63
0,0.0,BY,0,100,63
10,0.8,RawP,8,100,64
0,0.0,BH,0,100,64
0,0.0,BY,0,100,64
6,0.6666666666666666,RawP,4,100,65
0,0.0,BH,0,100,65
0,0.0,BY,0,100,65
7,0.7142857142857143,RawP,5,100,66
0,0.0,BH,0,100,66
0,0.0,BY,0,100,66
6,0.6666666666666666,RawP,4,100,67
0,0.0,BH,0,100,67
0,0.0,BY,0,100,67
5,0.6,RawP,3,100,68
0,0.0,BH,0,100,68
0,0.0,BY,0,100,68
11,0.8181818181818182,RawP,9,100,69
0,0.0,BH,0,100,69
0,0.0,BY,0,100,69
4,0.5,RawP,2,100,70
0,0.0,BH,0,100,70
0,0.0,BY,0,100,70
4,0.5,RawP,2,100,71
1,1.0,BH,1,100,71
0,0.0,BY,0,100,71
10,0.8,RawP,8,100,72
0,0.0,BH,0,100,72
0,0.0,BY,0,100,72
7,0.7142857142857143,RawP,5,100,73
0,0.0,BH,0,100,73
0,0.0,BY,0,100,73
12,0.8333333333333334,RawP,10,100,74
0,0.0,BH,0,100,74
0,0.0,BY,0,100,74
6,0.6666666666666666,RawP,4,100,75
0,0.0,BH,0,100,75
0,0.0,BY,0,100,75
6,0.6666666666666666,RawP,4,100,76
0,0.0,BH,0,100,76
0,0.0,BY,0,100,76
9,0.7777777777777778,RawP,7,100,77
0,0.0,BH,0,100,77
0,0.0,BY,0,100,77
10,0.8,RawP,8,100,78
0,0.0,BH,0,100,78
0,0.0,BY,0,100,78
9,0.7777777777777778,RawP,7,100,79
0,0.0,BH,0,100,79
0,0.0,BY,0,100,79
10,0.8,RawP,8,100,80
0,0.0,BH,0,100,80
0,0.0,BY,0,100,80
11,0.8181818181818182,RawP,9,100,81
0,0.0,BH,0,100,81
0,0.0,BY,0,100,81
8,0.75,RawP,6,100,82
0,0.0,BH,0,100,82
0,0.0,BY,0,100,82
5,0.6,RawP,3,100,83
0,0.0,BH,0,100,83
0,0.0,BY,0,100,83
8,0.75,RawP,6,100,84
0,0.0,BH,0,100,84
0,0.0,BY,0,100,84
10,0.8,RawP,8,100,85
0,0.0,BH,0,100,85
0,0.0,BY,0,100,85
6,0.6666666666666666,RawP,4,100,86
0,0.0,BH,0,100,86
0,0.0,BY,0,100,86
6,0.6666666666666666,RawP,4,100,87
0,0.0,BH,0,100,87
0,0.0,BY,0,100,87
7,0.7142857142857143,RawP,5,100,88
0,0.0,BH,0,100,88
0,0.0,BY,0,100,88
6,0.6666666666666666,RawP,4,100,89
0,0.0,BH,0,100,89
0,0.0,BY,0,100,89
9,0.7777777777777778,RawP,7,100,90
0,0.0,BH,0,100,90
0,0.0,BY,0,100,90
11,0.8181818181818182,RawP,9,100,91
0,0.0,BH,0,100,91
0,0.0,BY,0,100,91
5,0.6,RawP,3,100,92
0,0.0,BH,0,100,92
0,0.0,BY,0,100,92
5,0.6,RawP,3,100,93
0,0.0,BH,0,100,93
0,0.0,BY,0,100,93
6,0.6666666666666666,RawP,4,100,94
0,0.0,BH,0,100,94
0,0.0,BY,0,100,94
8,0.75,RawP,6,100,95
0,0.0,BH,0,100,95
0,0.0,BY,0,100,95
7,0.7142857142857143,RawP,5,100,96
0,0.0,BH,0,100,96
0,0.0,BY,0,100,96
11,0.8181818181818182,RawP,9,100,97
0,0.0,BH,0,100,97
0,0.0,BY,0,100,97
6,0.6666666666666666,RawP,4,100,98
0,0.0,BH,0,100,98
0,0.0,BY,0,100,98
5,0.6,RawP,3,100,99
0,0.0,BH,0,100,99
0,0.0,BY,0,100,99
10,0.8,RawP,8,100,100
0,0.0,BH,0,100,100
0,0.0,BY,0,100,100
5,0.6,RawP,3,100,101
0,0.0,BH,0,100,101
0,0.0,BY,0,100,101
5,0.6,RawP,3,100,102
0,0.0,BH,0,100,102
0,0.0,BY,0,100,102
5,0.6,RawP,3,100,103
0,0.0,BH,0,100,103
0,0.0,BY,0,100,103
7,0.7142857142857143,RawP,5,100,104
0,0.0,BH,0,100,104
0,0.0,BY,0,100,104
3,0.3333333333333333,RawP,1,100,105
0,0.0,BH,0,100,105
0,0.0,BY,0,100,105
8,0.75,RawP,6,100,106
0,0.0,BH,0,100,106
0,0.0,BY,0,100,106
8,0.75,RawP,6,100,107
0,0.0,BH,0,100,107
0,0.0,BY,0,100,107
5,0.6,RawP,3,100,108
0,0.0,BH,0,100,108
0,0.0,BY,0,100,108
6,0.6666666666666666,RawP,4,100,109
0,0.0,BH,0,100,109
0,0.0,BY,0,100,109
8,0.75,RawP,6,100,110
0,0.0,BH,0,100,110
0,0.0,BY,0,100,110
6,0.6666666666666666,RawP,4,100,111
0,0.0,BH,0,100,111
0,0.0,BY,0,100,111
4,0.5,RawP,2,100,112
0,0.0,BH,0,100,112
0,0.0,BY,0,100,112
9,0.7777777777777778,RawP,7,100,113
0,0.0,BH,0,100,113
0,0.0,BY,0,100,113
8,0.75,RawP,6,100,114
0,0.0,BH,0,100,114
0,0.0,BY,0,100,114
8,0.75,RawP,6,100,115
0,0.0,BH,0,100,115
0,0.0,BY,0,100,115
9,0.7777777777777778,RawP,7,100,116
0,0.0,BH,0,100,116
0,0.0,BY,0,100,116
9,0.7777777777777778,RawP,7,100,117
0,0.0,BH,0,100,117
0,0.0,BY,0,100,117
7,0.7142857142857143,RawP,5,100,118
0,0.0,BH,0,100,118
0,0.0,BY,0,100,118
3,0.3333333333333333,RawP,1,100,119
0,0.0,BH,0,100,119
0,0.0,BY,0,100,119
6,0.6666666666666666,RawP,4,100,120
0,0.0,BH,0,100,120
0,0.0,BY,0,100,120
4,0.5,RawP,2,100,121
0,0.0,BH,0,100,121
0,0.0,BY,0,100,121
5,0.6,RawP,3,100,122
0,0.0,BH,0,100,122
0,0.0,BY,0,100,122
4,0.5,RawP,2,100,123
0,0.0,BH,0,100,123
0,0.0,BY,0,100,123
8,0.75,RawP,6,100,124
0,0.0,BH,0,100,124
0,0.0,BY,0,100,124
5,0.6,RawP,3,100,125
0,0.0,BH,0,100,125
0,0.0,BY,0,100,125
9,0.7777777777777778,RawP,7,100,126
0,0.0,BH,0,100,126
0,0.0,BY,0,100,126
8,0.75,RawP,6,100,127
0,0.0,BH,0,100,127
0,0.0,BY,0,100,127
9,0.7777777777777778,RawP,7,100,128
3,0.6666666666666666,BH,2,100,128
0,0.0,BY,0,100,128
6,0.6666666666666666,RawP,4,100,129
0,0.0,BH,0,100,129
0,0.0,BY,0,100,129
7,0.7142857142857143,RawP,5,100,130
0,0.0,BH,0,100,130
0,0.0,BY,0,100,130
6,0.6666666666666666,RawP,4,100,131
0,0.0,BH,0,100,131
0,0.0,BY,0,100,131
9,0.7777777777777778,RawP,7,100,132
0,0.0,BH,0,100,132
0,0.0,BY,0,100,132
9,0.7777777777777778,RawP,7,100,133
0,0.0,BH,0,100,133
0,0.0,BY,0,100,133
7,0.7142857142857143,RawP,5,100,134
0,0.0,BH,0,100,134
0,0.0,BY,0,100,134
7,0.7142857142857143,RawP,5,100,135
0,0.0,BH,0,100,135
0,0.0,BY,0,100,135
6,0.6666666666666666,RawP,4,100,136
0,0.0,BH,0,100,136
0,0.0,BY,0,100,136
8,0.75,RawP,6,100,137
0,0.0,BH,0,100,137
0,0.0,BY,0,100,137
7,0.7142857142857143,RawP,5,100,138
0,0.0,BH,0,100,138
0,0.0,BY,0,100,138
6,0.6666666666666666,RawP,4,100,139
0,0.0,BH,0,100,139
0,0.0,BY,0,100,139
4,0.5,RawP,2,100,140
1,1.0,BH,1,100,140
0,0.0,BY,0,100,140
6,0.6666666666666666,RawP,4,100,141
0,0.0,BH,0,100,141
0,0.0,BY,0,100,141
8,0.75,RawP,6,100,142
0,0.0,BH,0,100,142
0,0.0,BY,0,100,142
8,0.75,RawP,6,100,143
0,0.0,BH,0,100,143
0,0.0,BY,0,100,143
6,0.6666666666666666,RawP,4,100,144
0,0.0,BH,0,100,144
0,0.0,BY,0,100,144
9,0.7777777777777778,RawP,7,100,145
0,0.0,BH,0,100,145
0,0.0,BY,0,100,145
5,0.6,RawP,3,100,146
0,0.0,BH,0,100,146
0,0.0,BY,0,100,146
5,0.6,RawP,3,100,147
0,0.0,BH,0,100,147
0,0.0,BY,0,100,147
8,0.75,RawP,6,100,148
0,0.0,BH,0,100,148
0,0.0,BY,0,100,148
8,0.75,RawP,6,100,149
0,0.0,BH,0,100,149
0,0.0,BY,0,100,149
7,0.7142857142857143,RawP,5,100,150
0,0.0,BH,0,100,150
0,0.0,BY,0,100,150
7,0.7142857142857143,RawP,5,100,151
0,0.0,BH,0,100,151
0,0.0,BY,0,100,151
10,0.8,RawP,8,100,152
0,0.0,BH,0,100,152
0,0.0,BY,0,100,152
7,0.7142857142857143,RawP,5,100,153
1,1.0,BH,1,100,153
0,0.0,BY,0,100,153
7,0.7142857142857143,RawP,5,100,154
0,0.0,BH,0,100,154
0,0.0,BY,0,100,154
4,0.5,RawP,2,100,155
0,0.0,BH,0,100,155
0,0.0,BY,0,100,155
5,0.6,RawP,3,100,156
0,0.0,BH,0,100,156
0,0.0,BY,0,100,156
4,0.5,RawP,2,100,157
0,0.0,BH,0,100,157
0,0.0,BY,0,100,157
12,0.8333333333333334,RawP,10,100,158
0,0.0,BH,0,100,158
0,0.0,BY,0,100,158
4,0.5,RawP,2,100,159
0,0.0,BH,0,100,159
0,0.0,BY,0,100,159
8,0.75,RawP,6,100,160
1,1.0,BH,1,100,160
1,1.0,BY,1,100,160
7,0.7142857142857143,RawP,5,100,161
0,0.0,BH,0,100,161
0,0.0,BY,0,100,161
10,0.8,RawP,8,100,162
0,0.0,BH,0,100,162
0,0.0,BY,0,100,162
11,0.8181818181818182,RawP,9,100,163
0,0.0,BH,0,100,163
0,0.0,BY,0,100,163
6,0.6666666666666666,RawP,4,100,164
0,0.0,BH,0,100,164
0,0.0,BY,0,100,164
7,0.7142857142857143,RawP,5,100,165
0,0.0,BH,0,100,165
0,0.0,BY,0,100,165
7,0.7142857142857143,RawP,5,100,166
0,0.0,BH,0,100,166
0,0.0,BY,0,100,166
7,0.7142857142857143,RawP,5,100,167
